0.00;25.4909
0.02;25.6454
0.12;25.8000
0.22;26.5708
0.32;27.3432
0.34;28.1199
0.44;28.2662
0.46;29.0442
0.48;29.1942
0.49;29.3359
0.52;29.4515
0.53;29.6705
0.56;29.7823
0.61;29.9523
0.62;30.3554
0.69;30.4626
0.72;31.0354
0.74;31.2429
0.76;31.4019
0.77;31.5199
0.81;31.6295
0.87;31.9578
0.88;32.4071
0.90;32.5179
0.92;32.6679
0.93;32.7713
0.97;32.8698
0.98;33.1524
1.01;33.2715
1.05;33.4753
1.08;33.7799
1.13;34.0274
1.17;34.4035
1.19;34.6604
1.20;34.7931
1.22;34.8997
1.23;35.0436
1.26;35.1300
1.30;35.3469
1.33;35.6088
1.38;35.8231
1.42;36.1977
1.43;36.4402
1.45;36.5636
1.47;36.6586
1.49;36.7729
1.51;36.8984
1.55;37.0761
1.58;37.3293
1.63;37.5305
1.65;37.9161
1.67;37.9854
1.69;38.1782
1.71;38.2572
1.75;38.3651
1.78;38.6360
1.84;38.8339
1.87;39.1899
1.91;39.3708
1.92;39.6499
1.93;39.7344
1.95;39.8203
1.96;39.9172
1.99;39.9807
2.04;40.1282
2.06;40.4406
2.08;40.5569
2.12;40.6727
2.15;40.9189
2.20;41.1437
2.24;41.4641
2.25;41.7703
2.28;41.8453
2.30;42.0600
2.31;42.1570
2.34;42.2306
2.37;42.4459
2.43;42.6375
2.45;43.1771
2.46;43.3122
2.48;43.4183
2.50;43.5637
2.54;43.7249
2.57;44.0221
2.60;44.2183
2.65;44.5102
2.68;44.8820
2.72;45.1399
2.75;45.4008
2.77;45.6638
2.80;45.7780
2.83;46.0427
2.85;46.3038
2.88;46.4270
2.92;46.6817
2.95;46.9446
2.97;47.2109
2.98;47.3259
3.00;47.4338
3.02;47.5837
3.05;47.7398
3.08;47.9742
3.12;48.2370
3.17;48.4929
3.19;48.9072
3.20;49.0341
3.23;49.1412
3.25;49.4041
3.28;49.5606
3.32;49.7872
3.37;50.0613
3.40;50.4542
3.43;50.6772
3.47;50.9283
3.50;51.1804
3.52;51.4372
3.55;51.5427
3.58;51.7886
3.62;52.0366
3.64;52.2895
3.65;52.4195
3.67;52.5174
3.69;52.6528
3.71;52.7939
3.75;52.9703
3.78;53.2159
3.83;53.4335
3.87;53.8004
3.90;54.0231
3.93;54.2562
3.95;54.4967
3.97;54.5987
3.99;54.7242
4.02;54.8334
4.07;55.0015
4.10;55.3477
4.13;55.5794
4.15;55.8082
4.17;55.9042
4.18;56.0246
4.20;56.1088
4.23;56.2298
4.27;56.3955
4.31;56.5894
4.35;56.8686
4.39;57.1148
4.40;57.3707
4.43;57.4275
4.44;57.6169
4.47;57.6573
4.50;57.8390
4.53;58.0110
4.58;58.1739
4.62;58.4961
4.63;58.7261
4.65;58.7869
4.67;58.9088
4.69;58.9687
4.73;59.0917
4.77;59.3242
4.83;59.4516
4.85;59.8560
4.87;59.9860
4.88;60.1049
4.90;60.1598
4.92;60.2454
4.95;60.3554
4.98;60.4958
5.01;60.6583
5.04;60.7932
5.09;60.8726
5.12;61.2081
5.17;61.2465
5.20;61.5365
5.23;61.6957
5.25;61.9140
5.27;61.9755
5.28;62.0694
5.30;62.1193
5.33;62.1831
5.37;62.2892
5.40;62.4526
5.45;62.5442
5.48;62.8234
5.52;62.9678
5.54;63.1557
5.55;63.2722
5.57;63.3133
5.59;63.3884
5.61;63.4198
5.65;63.5102
5.68;63.6517
5.73;63.7194
5.77;63.9699
5.80;64.1397
5.82;64.3271
5.83;64.3833
5.85;64.4030
5.87;64.4779
5.90;64.5205
5.94;64.5912
5.96;64.7909
5.99;64.8411
6.02;64.9236
6.04;65.0562
6.07;65.1454
6.12;65.1484
6.13;65.4530
6.16;65.4672
6.21;65.4349
6.22;65.7426
6.29;65.5344
6.30;65.9983
6.32;66.0435
6.34;66.0612
6.36;66.1310
6.39;66.1422
6.42;66.2032
6.45;66.2805
6.47;66.4577
6.51;66.4232
6.53;66.5687
6.55;66.6932
6.59;66.6363
6.62;66.7711
6.67;66.7075
6.69;67.0619
6.70;67.0969
6.75;66.9716
6.77;67.2434
6.82;67.0852
6.83;67.4078
6.87;67.3317
6.90;67.4073
6.92;67.5902
6.95;67.5094
6.97;67.6702
6.98;67.7427
7.00;67.7576
7.02;67.7645
7.05;67.7601
7.08;67.7564
7.12;67.8438
7.17;67.7978
7.20;67.9916
7.22;68.1671
7.25;68.0712
7.29;68.1175
7.30;68.3087
7.31;68.3332
7.33;68.3253
7.35;68.3455
7.38;68.3267
7.42;68.3079
7.45;68.3516
7.50;68.3329
7.53;68.4856
7.55;68.6481
7.57;68.6622
7.58;68.6726
7.60;68.6795
7.63;68.6436
7.67;68.6011
7.70;68.6662
7.75;68.5541
7.77;68.8554
7.79;68.8772
7.82;68.8067
7.84;68.8495
7.87;68.8972
7.90;68.8153
7.92;68.9925
7.94;68.9198
7.99;68.7763
8.02;68.9065
8.04;69.0428
8.07;68.9807
8.10;68.9450
8.15;68.7951
8.18;68.9862
8.20;69.1111
8.21;69.1270
8.23;69.0825
8.25;69.0906
8.28;69.0430
8.32;68.9449
8.35;68.9811
8.40;68.8459
8.43;68.9805
8.45;69.1210
8.46;69.1215
8.48;69.0958
8.50;69.0535
8.53;69.0025
8.57;68.9515
8.60;68.9401
8.67;68.5936
8.69;69.0295
8.71;69.0000
8.74;68.9130
8.75;69.0254
8.78;68.8558
8.80;68.9698
8.87;68.5147
8.88;68.9247
8.92;68.7450
8.95;68.7131
8.97;68.7713
8.99;68.8482
9.00;68.8283
9.03;68.6639
9.05;68.7609
9.08;68.6462
9.12;68.4875
9.15;68.5318
9.20;68.3029
9.23;68.4286
9.25;68.5323
9.26;68.5334
9.28;68.4608
9.30;68.4171
9.33;68.3216
9.37;68.2251
9.40;68.1725
9.45;67.9470
9.48;68.0616
9.52;67.9834
9.53;68.1072
9.59;67.6661
9.61;67.8903
9.63;67.9445
9.65;67.8482
9.66;67.8796
9.68;67.8599
9.70;67.7306
9.73;67.5890
9.78;67.3532
9.82;67.4222
9.85;67.3571
9.87;67.4823
9.88;67.4679
9.90;67.3863
9.91;67.3972
9.94;67.2445
9.98;67.1011
10.00;67.2646
10.02;67.1664
10.07;66.9587
10.08;67.1584
10.10;67.0800
10.15;66.8425
10.17;67.0701
10.19;67.0100
10.22;66.9089
10.25;66.8491
10.30;66.6810
10.33;66.7901
10.37;66.7772
10.38;66.9159
